,Il,Ilce,Mahalle,Konut Tipi,Oda Sayisi,Bulundugu Kat,Metrekare,Fiyat
7043,İstanbul,Beylikdüzü,Cumhuriyet Mh.,Daire,2+1,7,110,2199999
7044,İzmir,Seferihisar,Turabiye Mh.,Daire,2+1,Yüksek Giriş,85,2250000
7045,İstanbul,Silivri,Selimpaşa Mh.,Villa,5+2,,195,12000000
7046,İstanbul,Esenyurt,Yeşilkent Mh.,Daire,2+1,8,135,2395000
7047,Konya,Selçuklu,Sille Ak Mh.,Villa,4+1,,280,5250000
7048,İzmir,Buca,Çamlıkule Mh.,Daire,2+1,5,110,3850000
7049,İstanbul,Sancaktepe,Yunus Emre Mh.,Daire,3+1,Düz Giriş,125,2650000
7050,Antalya,Elmalı,Karyağdı Mh.,Müstakil Ev,3+1,,300,4250000
7051,İstanbul,Küçükçekmece,Atakent Mh.,Daire,3+1,16,95,3975000
7052,İzmir,Tire,Fatih Mh.,Daire,3+1,3,135,3050000
7053,Ankara,Çankaya,Alacaatlı Mh.,Residence,2+1,4,85,4700000
7054,Trabzon,Ortahisar,Boztepe Mh.,Villa,4+2,,840,29000000
7055,İstanbul,Bahçelievler,Yenibosna Merkez Mh.,Daire,2+1,1,80,2490000
7056,Antalya,Serik,Kadriye Mh.,Villa,4+1,,344,22000000
7057,Ankara,Keçiören,Karakaya Mh.,Daire,4+1,4,145,2995000
7058,Antalya,Konyaaltı,Liman Mh.,Residence,2+1,4,100,6990000
7059,İzmir,Güzelbahçe,Yelki Mh.,Daire,2+1,3,114,6400000
7060,Aydın,Didim,Akbük Mh.,Villa,2+2,,140,7250000
7061,İzmir,Menderes,Orta Mh.,Villa,6+1,,200,5250000
7062,Antalya,Döşemealtı,Yeşilbayır Mh.,Villa,4+1,,592,19750000
7063,İzmir,Dikili,İsmetpaşa Mh.,Yazlık,4+1,Düz Giriş,135,12000000
7064,İstanbul,Beylikdüzü,Cumhuriyet Mh.,Daire,2+1,3,115,1920000
7065,Muğla,Bodrum,Bitez Mh.,Villa,5+1,,240,22500000
7066,Antalya,Alanya,Mahmutlar Mh.,Residence,3+1,7,165,6950000
7067,İstanbul,Kadıköy,Göztepe Mh.,Daire,4+1,4,175,24500000
7068,İstanbul,Maltepe,Zümrütevler Mh.,Residence,1+1,14,75,5600000
7069,İzmir,Karabağlar,Limontepe Mh.,Müstakil Ev,2+1,,234,3300000
7070,İzmir,Çiğli,Ahmet Taner Kışlalı Mh.,Daire,3+1,1,120,2700000
7071,Ankara,Pursaklar,Sirkeli Yeşilyurt Mh.,Müstakil,4+1,,460,12000000
7072,İzmir,Gaziemir,Irmak Mh.,Villa,4+1,Çatı Dubleks,205,6500000
7073,İzmir,Karabağlar,İhsan Alyanak Mh.,Müstakil Ev,3+1,,273,3000000
7074,İzmir,Seferihisar,Ulamış Mh.,Villa,3+1,,145,7000000
7075,İstanbul,Sultangazi,Sultançiftliği Mh.,Daire,2+1,Çatı Katı,100,1275000
7076,Sakarya,Kocaali,Yayla Mh.,Villa,3+1,,160,2750000
7077,İzmir,Buca,Fırat Mh.,Daire,3+1,2,147,3600000
7078,İzmir,Dikili,Gazipaşa Mh.,Villa,3+1,,140,6000000
7079,Antalya,Serik,Boğazkent Mh.,Villa,4+1,,250,6650000
7080,İzmir,Karabağlar,Arap Hasan Mh.,Daire,2+1,2,100,2400000
7081,Sakarya,Kocaali,Yalı Mh.,Villa,3+1,,165,2900000
7082,İstanbul,Esenyurt,Namık Kemal Mh.,Daire,1+1,5,70,1150000
7083,Ankara,Sincan,Atatürk Mh.,Daire,3+1,Yüksek Giriş,140,1400000
7084,İzmir,Seferihisar,Turabiye Mh.,Daire,3+1,3,130,3500000
7085,Konya,Selçuklu,Sille Ak Mh.,Müstakil,5+1,,230,7900000
7086,Konya,Meram,Karahüyük Mh.,Villa,5+1,Düz Giriş ,220,9850000
7087,Ankara,Sincan,Plevne Mh.,Daire,3+1,4,125,1579000
7088,İstanbul,Sancaktepe,Abdurrahmangazi Mh.,Daire,3+1,Yüksek Giriş,125,2379000
7089,Antalya,Gazipaşa,Pazarcı Mh.,Residence,4+1,9,250,8000000
7090,Balıkesir,Edremit,Akçay Mh.,Villa,3+1,,230,6500000
7091,Mersin,Erdemli,Tömük Mh.,Yazlık,1+1,13,90,2400000
7092,İstanbul,Sarıyer,Büyükdere Mh.,Villa,7+1,,1170,215000000
7093,Konya,Karatay,Kumköprü Mh.,Kooperatif,3+1,4,170,800000
7094,İzmir,Urla,Kalabak Mh.,Villa,4+1,,180,16250000
7095,İzmir,Çeşme,Altınkum Mh.,Yazlık,3+1,Bahçe Dublex,320,5750000
7096,İzmir,Torbalı,Türkmenköy Mh.,Daire,2+1,2,170,2700000
7097,İzmir,Bornova,Evka 3 Mh.,Daire,3+1,4,110,4075000
7098,Aydın,Kuşadası,Yavansu Mh.,Villa,3+1,,100,3650000
7099,İzmir,Buca,Göksu Mh.,Daire,2+1,2,75,1850000
7100,İstanbul,Bahçelievler,Fevzi Çakmak Mh.,Daire,3+1,4,165,3500000
7101,Antalya,Muratpaşa,Ermenek Mh.,Villa,5+1,,270,12850000
7102,İstanbul,Sarıyer,Kireçburnu Mh.,Villa,6+3,,360,42000000
7103,İzmir,Dikili,Kabakum Mh.,Villa,5+1,,170,26000000
7104,Ankara,Çankaya,Kazım Özalp Mh.,Daire,3+1,Düz Giriş,120,3200000
7105,İzmir,Narlıdere,Çamtepe Mh.,Villa,3+2,,400,20000000
7106,Antalya,Alanya,Mahmutlar Mh.,Residence,1+1,Düz Giriş ,55,3360000
7107,İstanbul,Kadıköy,19 Mayıs Mh.,Daire,2+1,Yüksek Giriş,90,6500000
7108,İzmir,Karşıyaka,Goncalar Mh.,Daire,3+1,5,125,2150000
7109,İzmir,Gaziemir,Yeşil Mh.,Daire,3+1,2,130,3250000
7110,İstanbul,Pendik,Şeyhli Mh.,Daire,1+1,3,65,1850000
7111,Aydın,Didim,Mavişehir Mh.,Yazlık,2+1,1,75,3750000
7112,Antalya,Alanya,Büyükhasbahçe Mh.,Villa,3+1,,170,9600000
7113,Antalya,Konyaaltı,Hurma Mh.,Residence,3+1,4,140,6300000
7114,Ankara,Sincan,Malazgirt Mh.,Daire,3+1,1,125,1938000
7115,İzmir,Menderes,Gümüldür Fevzi Çakmak Mh.,Daire,2+1,2,75,3500000
7116,İstanbul,Beşiktaş,Ulus Mh.,Daire,3+1,3,170,19000000
7117,Ankara,Sincan,Mustafa Kemal Mh.,Daire,5+1,4,320,2649000
7118,İzmir,Bayraklı,Muhittin Erener Mh.,Daire,2+1,3,95,2500000
7119,Aydın,Söke,Yenidoğan Mh.,Bina,9+,,535,3500000
7120,İzmir,Karşıyaka,Yalı Mh.,Daire,2+1,10,132,9300000
7121,İstanbul,Esenyurt,Fatih Mh.,Daire,2+1,Düz Giriş,105,1275000
7122,Ankara,Gölbaşı,Kızılcaşar Mh.,Müstakil,5+1,,550,17350000
7123,Antalya,Muratpaşa,Güzeloba Mh.,Villa,3+2,Düz Giriş ,240,7500000
7124,Ankara,Sincan,Menderes Mh.,Devremülk,1+1,5,80,440000
7125,Ankara,Keçiören,İncirli Mh.,Daire,3+1,-1,120,1499000
7126,Antalya,Alanya,Mahmutlar Mh.,Daire,2+1,1,120,2170000
7127,Ankara,Çamlıdere,Kuşçular Mh.,Villa,2+1,,180,6500000
7128,Muğla,Ortaca,Fevziye Mh.,Villa,3+1,,125,6950000
7129,İzmir,Karşıyaka,Zübeyde Hanım Mh.,Daire,3+1,Yüksek Giriş,130,2085000
7130,İstanbul,Tuzla,Yayla Mh.,Daire,4+1,10,228,6005000
7131,İstanbul,Beylikdüzü,Marmara Mh.,Villa,6+2,,1799,91500000
7132,Ankara,Altındağ,Kale Mh.,Müstakil Ev,6+3,,220,8000000
7133,İzmir,Konak,Ali Reis Mh.,Müstakil,2+1,,90,550000
7134,İzmir,Çiğli,Atatürk Mh.,Daire,3+1,4,115,2400000
7135,İstanbul,Silivri,Çanta Sancaktepe Mh.,Villa,5+2,,560,19500000
7136,İzmir,Buca,Adatepe Mh.,Daire,2+1,4,85,2700000
7137,Ankara,Mamak,Kayaş Mh.,Daire,3+1,Yüksek Giriş,100,1290000
7138,İzmir,Menemen,İsmet İnönü Mh.,Daire,3+1,6,105,2500000
7139,İstanbul,Sancaktepe,Akpınar Mh.,Daire,4+1,Yüksek Giriş,170,2600000
7140,İzmir,Menemen,Villakent Mh.,Villa,4+1,,500,6500000
7141,Kocaeli,Başiskele,Barbaros Mh.,Villa,4+2,,313,9100000
7142,Ankara,Çankaya,Ümit Mh.,Villa,9+,,700,9500000
7143,Ankara,Çankaya,Gaziosmanpaşa Mh.,Daire,1+1,1,55,4000000
7144,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,3+1,,310,7150000
7145,İstanbul,Beylikdüzü,Kavaklı Mh.,Daire,2+1,Yüksek Giriş,100,2150000
7146,Antalya,Döşemealtı,Yeşilbayır Mh.,Villa,4+1,,225,15000000
7147,İzmir,Bergama,Atatürk Mh.,Daire,2+1,Yüksek Giriş,85,1875000
7148,Mardin,Artuklu,Nur Mh.,Daire,1+1,1,55,745000
7149,Kayseri,Melikgazi,Yeşilyurt Mh.,Kooperatif,4+1,3,170,750000
7150,Ankara,Çankaya,Oran Mh.,Daire,5+1,7,320,10480000
7151,Antalya,Kumluca,Güzören Mh.,Yazlık,2+1,Bahçe Dublex,421,1250000
7152,Çanakkale,Gelibolu,Hoca Hamza Mh.,Villa,4+1,,293,7100000
7153,Antalya,Alanya,Tosmur Mh.,Residence,2+1,3,135,5285000
7154,Denizli,Pamukkale,Pınarkent Mh.,Daire,3+1,5,155,2075000
7155,İzmir,Konak,Güzelyalı Mh.,Daire,3+1,6,140,15000000
7156,Antalya,Alanya,Kızılcaşehir Mh.,Müstakil Ev,2+2,Bahçe Dublex,152,2000000
7157,İstanbul,Başakşehir,Ziya Gökalp Mh.,Daire,3+1,6,158,9995000
7158,İstanbul,Sultangazi,Sultançiftliği Mh.,Daire,2+1,4,145,2500000
7159,Antalya,Kaş,Kalkan Mh.,Müstakil,3+2,,250,11500000
7160,Tekirdağ,Süleymanpaşa,Cumhuriyet Mh.,Daire,1+1,3,60,1720000
7161,İzmir,Narlıdere,Atatürk Mh.,Daire,3+1,3,150,5950000
7162,Muğla,Fethiye,Çenger Mh.,Villa,4+1,Düz Giriş ,175,24700000
7163,Konya,Meram,Karahüyük Mh.,Villa,5+1,Düz Giriş ,400,5500000
7164,Antalya,Manavgat,Ilıca Mh.,Müstakil,5+1,,500,21750000
7165,Ankara,Çankaya,Öveçler Mh.,Daire,3+1,2,130,3075000
7166,İzmir,Bayraklı,Gümüşpala Mh.,Daire,3+1,4,120,3900000
7167,Aydın,Didim,Efeler Mh.,Villa,4+1,,120,5150000
7168,İstanbul,Tuzla,Postane Mh.,Daire,2+1,Düz Giriş,92,3600000
7169,Antalya,Finike,Asarönü Mh.,Villa,3+1,,160,8500000
7170,Aydın,Didim,Mavişehir Mh.,Villa,4+1,,250,14000000
7171,Konya,Selçuklu,Sille Ak Mh.,Bina,4+1,,600,17750000
7172,Ankara,Pursaklar,Saray Cumhuriyet Mh.,Daire,3+1,5,145,2690000
7173,Antalya,Manavgat,Sarılar Mh.,Daire,2+1,Yüksek Giriş,90,1940000
7174,Aydın,Didim,Mavişehir Mh.,Villa,4+1,,200,4750000
7175,İzmir,Balçova,Onur Mh.,Daire,4+1,1,260,9700000
7176,İzmir,Karabağlar,Esentepe Mh.,Daire,3+1,8,125,4500000
7177,Kırklareli,Kırklareli Merkez,Pınar Mh.,Daire,4+1,4,285,3150000
7178,İzmir,Menemen,Villakent Mh.,Villa,4+1,,250,9750000
7179,Adana,Çukurova,Salbaş Esentepe Mh.,Müstakil Ev,3+1,,2000,5500000
7180,Ankara,Sincan,Andiçen Mh.,Daire,3+1,1,120,1840000
7181,Ankara,Gölbaşı,İncek Mh.,Villa,6+1,,500,35000000
7182,İstanbul,Sarıyer,Huzur Mh.,Residence,1+1,37,98,8800000
7183,İstanbul,Küçükçekmece,Atatürk Mh.,Daire,2+1,1,110,1700000
7184,Ankara,Çankaya,Yaşamkent Mh.,Villa,8+4,,360,12750000
7185,Konya,Karatay,Köprübaşı Mh.,Kooperatif,3+1,2,170,2350000
7186,İzmir,Torbalı,Tepeköy Mh.,Daire,2+1,2,135,1680000
7187,İstanbul,Ataşehir,Örnek Mh.,Daire,2+1,Yüksek Giriş,85,2950000
7188,Tekirdağ,Çerkezköy,İstasyon Mh.,Daire,2+1,4,100,2090000
7189,İstanbul,Şile,Çayırbaşı Mh.,Villa,4+1,,221,13000000
7190,Ankara,Ayaş,Bayram Mh.,Çiftlik Evi,7+2,,4000,5000000
7191,İstanbul,Kartal,Hürriyet Mh.,Daire,3+1,3,130,4190000
7192,Sakarya,Kocaali,Yalı Mh.,Daire,2+1,Düz Giriş,75,1850000
7193,Konya,Seydişehir,Kesecik Mh.,Müstakil Ev,3+1,,331,1800000
7194,Balıkesir,Edremit,Güre Cumhuriyet Mh.,Müstakil Ev,3+1,,180,8500000
7195,Adana,Çukurova,Kurttepe Mh.,Müstakil Ev,8+3,,510,11000000
7196,İzmir,Aliağa,Yalı Mh.,Villa,4+1,,374,12100000
7197,İzmir,Urla,Çamlıçay Mh.,Villa,5+1,,200,16500000
7198,Antalya,Serik,Kadriye Mh.,Villa,5+1,,423,24000000
7199,İstanbul,Sarıyer,Reşitpaşa Mh.,Müstakil Ev,4+2,,260,43250000
7200,Isparta,Isparta Merkez,Deregümü Köyü (Aşağı Mh.),Daire,3+1,1,165,2575000
7201,İzmir,Buca,Yiğitler Mh.,Daire,3+1,2,121,2850000
7202,Ankara,Polatlı,Cumhuriyet Mh.,Bina,6+4,,1000,18000000
7203,İzmir,Gaziemir,Gazikent Mh.,Daire,2+1,5,96,3250000
7204,Antalya,Gazipaşa,Yenigüney Mh.,Müstakil Ev,2+1,Düz Giriş ,90,2450000
7205,Tekirdağ,Muratlı,Muradiye Mh.,Daire,1+1,1,65,985000
7206,İzmir,Foça,Mustafa Kemal Atatürk Mh.,Villa,3+1,,120,6000000
7207,Muğla,Bodrum,Gündoğan Mh.,Villa,3+1,,160,13000000
7208,İzmir,Gaziemir,Beyazevler Mh.,Villa,4+1,,220,8500000
7209,Antalya,Kemer,Arslanbucak Mh.,Villa,2+1,,150,6700000
7210,İzmir,Urla,Yelaltı Mh.,Müstakil Ev,2+1,,430,30000000
7211,Antalya,Kepez,Beşkonaklılar Mh.,Villa,5+1,,260,6000000
7212,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mh.,Müstakil,5+2,,500,35000000
7213,İstanbul,Başakşehir,Güvercintepe Mh.,Daire,5+2,Çatı Dubleks,180,4490000
7214,İzmir,Kemalpaşa,Soğukpınar Mh.,Müstakil Ev,1+1,,58,700000
7215,Antalya,Alanya,Avsallar Mh.,Villa,4+1,,500,14000000
7216,İzmir,Konak,Murat Reis Mh.,Daire,3+1,Yüksek Giriş,120,1900000
7217,İzmir,Bergama,Fatih Mh.,Daire,3+1,3,130,3100000
7218,Aydın,Didim,Akbük Mh.,Villa,3+1,,180,6800000
7219,İzmir,Dikili,Salihler Mh.,Villa,3+1,,192,6490000
7220,İzmir,Karşıyaka,Mavişehir Mh.,Daire,2+1,3,104,6500000
7221,İstanbul,Beylikdüzü,Gürpınar Mh.,Daire,4+1,Çatı Katı,260,9990000
7222,İstanbul,Silivri,Çanta Balaban Mh.,Villa,3+1,,250,8500000
7223,İzmir,Balçova,Çetin Emeç Mh.,Villa,5+1,,270,17000000
7224,Ankara,Etimesgut,Süvari Mh.,Daire,6+2,3,270,2699000
7225,İstanbul,Beylikdüzü,Kavaklı Mh.,Daire,2+1,2,125,3249000
7226,Antalya,Alanya,Kargıcak Mh.,Villa,5+2,,625,53200000
7227,İstanbul,Üsküdar,Murat Reis Mh.,Müstakil Ev,3+1,,150,6250000
7228,İzmir,Seferihisar,Ulamış Mh.,Villa,4+1,,280,13500000
7229,İzmir,Bayındır,Zeytinova Mh.,Köy Evi,1+1,,107,220000
7230,Sakarya,Kocaali,Alandere Mh.,Villa,5+1,Düz Giriş ,220,3850000
7231,Antalya,Muratpaşa,Güzeloba Mh.,Villa,5+1,,320,16400000
7232,Ankara,Keçiören,Şenyuva Mh.,Daire,3+1,3,140,1550000
7233,İstanbul,Küçükçekmece,İnönü Mh.,Daire,3+1,3,130,1955000
7234,Sakarya,Karasu,Kuzuluk Mh.,Daire,2+1,Yüksek Giriş,100,1900000
7235,Ankara,Sincan,Pınarbaşı Mh.,Daire,3+1,2,130,1699000
7236,Muğla,Bodrum,Bahçelievler Mh.,Müstakil Ev,2+1,,130,6500000
7237,İzmir,Urla,Yenice Mh.,Villa,5+2,,1000,32500000
7238,Antalya,Muratpaşa,Güzeloba Mh.,Bina,2+1,,480,85000000
7239,İstanbul,Avcılar,Tahtakale Mh.,Residence,3+1,15,128,4400000
7240,İstanbul,Esenyurt,Bağlarçeşme Mh.,Daire,2+1,4,105,1420000
7241,İstanbul,Beylikdüzü,Dereağzı Mh.,Villa,4+2,,310,9000000
7242,Aydın,Kuşadası,Güzelçamlı Mh.,Villa,3+1,,130,3375000
7243,İstanbul,Sarıyer,Uskumruköy Mh.,Villa,3+1,,260,19000000
7244,İstanbul,Silivri,Çanta Sancaktepe Mh.,Villa,6+2,,450,15850000
7245,İstanbul,Sultangazi,Cumhuriyet Mh.,Bina,2+1,,130,30020000
7246,İstanbul,Arnavutköy,İmrahor Mh.,Bina,1,,258,5200000
7247,Ankara,Etimesgut,Yapracık Mh.,Daire,2+1,6,94,1730000
7248,Ankara,Mamak,Yeşilbayır Mh.,Daire,3+1,1,120,1848000
7249,Antalya,Alanya,Mahmutlar Mh.,Villa,3+2,,447,11500000
7250,Ankara,Keçiören,Etlik Mh.,Daire,4+1,3,175,4750000
7251,İzmir,Çeşme,Yalı Mh.,Villa,3+1,,270,17500000
7252,İzmir,Aliağa,B. Hayrettin Paşa Mh.,Daire,2+1,Yüksek Giriş,100,2000000
7253,İzmir,Karabağlar,Bozyaka Mh.,Daire,2+1,2,100,2200000
7254,Kocaeli,Kartepe,Maşukiye Mh.,Villa,6+1,,1000,27440000
7255,İzmir,Torbalı,Ertuğrul Mh.,Daire,3+1,4,175,3750000
7256,İzmir,Dikili,Salihler Mh.,Villa,4+1,,180,4750000
7257,Antalya,Alanya,Mahmutlar Mh.,Residence,3+1,8,143,6650000
7258,İstanbul,Şişli,Gülbahar Mh.,Daire,3+1,6,152,2495000
7259,Antalya,Kumluca,Mavikent Mh.,Villa,6+1,,280,7500000
7260,İstanbul,Bahçelievler,Zafer Mh.,Daire,2+1,3,85,2200000
7261,İzmir,Buca,Güven Mh.,Daire,3+1,Yüksek Giriş,125,3500000
7262,İstanbul,Sancaktepe,Eyüp Sultan Mh.,Daire,2+1,2,90,2280000
7263,Ankara,Etimesgut,Süvari Mh.,Daire,4+1,3,275,2775000
7264,Konya,Selçuklu,Buhara Mh.,Müstakil Ev,3+1,,180,3250000
7265,Ankara,Yenimahalle,Kardelen Mh.,Müstakil Ev,5+1,Bahçe Dublex,210,3750000
7266,Antalya,Kaş,Gökçeören Mh.,Villa,5+1,,484,12750000
7267,Trabzon,Ortahisar,Yenicuma Mh.,Bina,2+1,,120,5500000
7268,İzmir,Ödemiş,Hürriyet Mh.,Daire,3+1,3,135,2500000
7269,Çanakkale,Biga,Sakarya Mh.,Daire,2+1,2,90,1950000
7270,İzmir,Karabağlar,Basın Sitesi Mh.,Daire,3+1,7,130,4150000
7271,İstanbul,Kadıköy,Dumlupınar Mh.,Daire,2+1,18,95,6000000
7272,Antalya,Alanya,Kargıcak Mh.,Villa,4+1,,385,16500000
7273,Ankara,Keçiören,Etlik Mh.,Daire,3+1,3,130,2550000
7274,İstanbul,Kadıköy,Erenköy Mh.,Daire,2+1,2,105,8500000
7275,İzmir,Karabağlar,Fahrettin Altay Mh.,Daire,3+1,Yüksek Giriş,125,4250000
7276,Ankara,Çankaya,Harbiye Mh.,Daire,3+1,3,120,3250000
7277,Mersin,Erdemli,Alata Mh.,Daire,2+1,3,130,2500000
7278,Antalya,Kaş,Kalkan Mh.,Villa,5+1,Düz Giriş ,350,44500000
7279,İstanbul,Pendik,Kurtköy Mh.,Residence,2+1,6,80,2950000
7280,İstanbul,Kartal,Soğanlık Yeni Mh.,Daire,3+1,1,150,4500000
7281,Antalya,Kepez,Ayanoğlu Mh.,Müstakil Ev,3+1,,288,6400000
7282,İzmir,Çeşme,Musalla Mh.,Müstakil Ev,4+1,,150,40000000
7283,Konya,Selçuklu,Buhara Mh.,Villa,7+1,,395,8400000
7284,Ankara,Sincan,Törekent Mh.,Villa,9+,Düz Giriş ,600,8900000
7285,İstanbul,Büyükçekmece,Atatürk Mh.,Daire,3+1,Düz Giriş,150,6700000
7286,İstanbul,Beylikdüzü,Yakuplu Mh.,Daire,2+1,2,100,3150000
7287,İstanbul,Sultanbeyli,Adil Mh.,Daire,1+1,2,70,2800000
7288,Antalya,Gazipaşa,Gazi Mh.,Daire,2+1,1,105,2900000
7289,Tekirdağ,Çorlu,Yenice Mh.,Villa,6+3,,300,8150000
7290,Ankara,Pursaklar,Abadan Mh.,Müstakil Ev,5+1,,100,1250000
7291,İzmir,Konak,İsmet Paşa Mh.,Müstakil Ev,5+3,,80,1350000
7292,Mersin,Toroslar,Mustafa Kemal Mh.,Daire,2+1,1,100,2750000
7293,İzmir,Selçuk,14 Mayıs Mh.,Daire,2+1,1,120,3200000
7294,Ankara,Keçiören,Etlik Mh.,Daire,3+1,5,140,3250000
7295,İzmir,Çiğli,Atatürk Mh.,Daire,3+1,Düz Giriş,120,2350000
7296,Konya,Meram,Kozağaç Mh.,Müstakil Ev,6+2,,700,4850000
7297,İstanbul,Maltepe,İdealtepe Mh.,Daire,2+1,Yüksek Giriş,90,4700000
7298,İzmir,Karabağlar,Sevgi Mh.,Daire,2+1,Yüksek Giriş,80,1950000
7299,İzmir,Dikili,Bademli Mh.,Villa,1+1,,65,85000
7300,Ankara,Yenimahalle,Yeşilevler Mh.,Daire,4+1,8,185,3895000
7301,İzmir,Çiğli,Çağdaş Mh.,Daire,3+1,2,120,2300000
7302,Bursa,Yıldırım,Millet Mh.,Daire,3+1,5,140,4200000
7303,İstanbul,Esenyurt,Orhan Gazi Mh.,Daire,2+1,3,105,2300000
7304,İzmir,Torbalı,Ayrancılar Mh.,Daire,2+1,3,82,1700000
7305,Ankara,Çankaya,Ayrancı Mh.,Daire,1+1,-1,75,2750000
7306,Ankara,Mamak,Türközü Mh.,Daire,3+1,2,135,1600000
7307,İstanbul,Üsküdar,Salacak Mh.,Daire,4+1,5,270,23499000
7308,İstanbul,Esenyurt,Cumhuriyet Mh.,Residence,2+1,14,95,2740000
7309,Konya,Selçuklu,Mehmet Akif Mh.,Villa,9+,,394,7000000
7310,İzmir,Karabağlar,Çalıkuşu Mh.,Daire,2+1,2,105,1560000
7311,Antalya,Aksu,Altıntaş Mh.,Daire,2+1,1,70,2900000
7312,İstanbul,Avcılar,Merkez Mh.,Bina,1,,277,22000000
7313,İstanbul,Sarıyer,Maden Mh.,Müstakil Ev,3+1,,95,6100000
7314,İstanbul,Maltepe,İdealtepe Mh.,Daire,3+1,Düz Giriş,130,4900000
7315,İzmir,Urla,Yenice Mh.,Villa,3+1,,180,11150000
7316,Konya,Çumra,Alibeyhüyüğü Mh.,Çiftlik Evi,8+2,,300,12499999
7317,İzmir,Gaziemir,Atıfbey Mh.,Daire,3+1,7,140,4250000
7318,İstanbul,Şişli,Cumhuriyet Mh.,Residence,2+1,5,110,14800000
7319,İzmir,Menderes,Çukuraltı Mh.,Villa,3+1,,160,9500000
7320,İzmir,Karşıyaka,Dedebaşı Mh.,Daire,2+1,3,100,3500000
7321,İstanbul,Sarıyer,Kocataş Mh.,Daire,4+2,2,150,3500000
7322,Ankara,Mamak,Akdere Mh.,Daire,3+1,Yüksek Giriş,100,1250000
7323,İstanbul,Büyükçekmece,Güzelce Mh.,Villa,7+1,,575,24990000
7324,Ankara,Mamak,Tuzluçayır Mh.,Daire,2+1,-2,85,1050000
7325,Ankara,Etimesgut,Güzelkent Mh.,Villa,6+1,,320,5490000
7326,Antalya,Kumluca,Mavikent Mh.,Villa,6+1,,340,11000000
7327,Ankara,Çankaya,Kavaklıdere Mh.,Daire,2+1,4,96,3850000
7328,İzmir,Seferihisar,Atatürk Mh.,Villa,3+1,,200,4750000
7329,Antalya,Döşemealtı,Yeniköy Mh.,Bina,4+2,,250,6000000
7330,İstanbul,Esenyurt,Yeşilkent Mh.,Daire,3+1,1,120,1100000
7331,Ankara,Sincan,Malazgirt Mh.,Daire,3+1,2,120,2039000
7332,Sakarya,Adapazarı,Akıncılar Mh.,Müstakil Ev,3+1,,140,2450000
7333,Konya,Meram,Kozağaç Mh.,Villa,4+1,,250,9250000
7334,İzmir,Menemen,Yıldırım Mh.,Villa,2+1,,100,6750000
7335,İzmir,Foça,Mustafa Kemal Atatürk Mh.,Villa,3+1,,135,11000000
7336,Ankara,Mamak,Şafaktepe Mh.,Daire,5+1,6,280,3500000
7337,İzmir,Menemen,Kemal Atatürk Mh.,Daire,3+1,2,130,5100000
7338,İstanbul,Beylikdüzü,Dereağzı Mh.,Daire,3+1,4,140,5600000
7339,İstanbul,Pendik,Çamlık Mh.,Villa,5+2,,650,27000000
7340,İstanbul,Silivri,Bekirli Mh.,Müstakil Ev,2+1,,110,3999999
7341,İzmir,Karabağlar,Arap Hasan Mh.,Daire,3+1,7,140,5500000
7342,Ankara,Sincan,Mareşal Çakmak Mh.,Daire,3+1,4,125,1749000
7343,İzmir,Urla,Barbaros Mh.,Villa,5+1,,2253,18000000
7344,Antalya,Konyaaltı,Molla Yusuf Mh.,Müstakil,6+1,,500,33000000
7345,İzmir,Bayındır,Orta Mh.,Müstakil Ev,3+1,,70,410000
7346,Antalya,Kaş,Üzümlü Mh.,Villa,3+1,,500,13250000
7347,Aydın,Didim,Efeler Mh.,Villa,4+1,,250,12500000
7348,Konya,Akşehir,Saray Mh.,Müstakil Ev,3+1,,4750,3535000
7349,Antalya,Manavgat,Side Mh.,Villa,4+1,,325,28500000
7350,İstanbul,Beylikdüzü,Dereağzı Mh.,Villa,3+1,,170,10500000
7351,Ankara,Çankaya,Naci Çakır Mh.,Daire,3+1,Yüksek Giriş,115,3250000
7352,İzmir,Çeşme,Şifne Mh.,Villa,4+1,,280,26000000
7353,İzmir,Gaziemir,Irmak Mh.,Daire,2+1,1,75,2575000
7354,Kayseri,Melikgazi,Hisarcık Mh.,Müstakil Ev,2+1,,85,3500000
7355,Ankara,Keçiören,Bağlarbaşı Mh.,Daire,3+1,2,125,2200000
7356,İzmir,Karaburun,İskele Mh.,Villa,5+1,,240,16000000
7357,İzmir,Bergama,İslamsaray Mh.,Daire,3+1,4,140,2200000
7358,İstanbul,Küçükçekmece,Söğütlü Çeşme Mh.,Daire,3+1,Yüksek Giriş,110,2599999
7359,Ankara,Yenimahalle,Ergazi Mh.,Residence,1+1,9,65,2200000
7360,İzmir,Çeşme,Alaçatı Mh.,Villa,3+1,,200,15900000
7361,İzmir,Çeşme,Musalla Mh.,Daire,2+1,1,90,5500000
7362,Balıkesir,Edremit,İskele Mh.,Villa,5+1,,250,9600000
7363,Antalya,Alanya,Mahmutlar Mh.,Villa,6+1,2,790,111111111
7364,Ankara,Mamak,Abidinpaşa Mh.,Daire,2+1,Düz Giriş,70,1250000
7365,Ankara,Haymana,Yeni Mh.,Devremülk,1+1,1,100,35000
7366,Ankara,Güdül,Güneyce Mh.,Devremülk,2+1,3,100,100000
7367,İstanbul,Şile,Çavuş Mh.,Villa,3+1,,240,8000000
